vano,mes,hom_doloso,lesao_corp_morte,latrocinio,hom_por_interv_policial,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_comercio,roubo_residencia,roubo_veiculo,roubo_carga,roubo_transeunte,roubo_em_coletivo,roubo_banco,roubo_cx_eletronico,roubo_celular,roubo_conducao_saque,roubo_apos_saque,roubo_bicicleta,outros_roubos,total_roubos,furto_veiculos,furto_transeunte,furto_coletivo,furto_celular,furto_bicicleta,outros_furtos,total_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,posse_drogas,trafico_drogas,apreensao_drogas_sem_autor,recuperacao_veiculos,apf,aaapai,cmp,cmba,ameaca,pessoas_desaparecidas,encontro_cadaver,encontro_ossada,pol_militares_mortos_serv,pol_civis_mortos_serv,indicador_letalidade,indicador_roubo_rua,indicador_roubo_veic,registro_ocorrencias,fase
2002,5,667,6,22,75,372,6296,,205,3466,638,166,3210,412,1616,482,13,,1324,,,,2632,10493,1806,863,,,,6275,8944,4,,,,914,,,,3009,,,,,5697,419,116,5,,,770,3422,3210,43388,3
2002,6,552,7,15,58,325,6133,,203,3481,530,135,2538,251,1472,404,8,,913,,,,2089,8340,1550,808,,,,5594,7952,2,,,,941,,,,2334,,,,,5004,376,99,8,,,632,2789,2538,38595,3
2002,7,528,1,11,73,326,5426,,216,3288,568,130,2682,293,1535,393,12,,943,,,,2337,8893,1621,827,,,,6062,8510,2,,,,1099,,,,2556,,,,,4998,428,130,6,,,613,2871,2682,40149,3
2002,8,493,9,12,99,363,6512,,204,3828,583,140,2509,317,1683,426,4,,1005,,,,2255,8922,1630,893,,,,6420,8943,2,,,,1247,,,,2336,,,,,5763,430,118,7,,,613,3114,2509,42695,3
2002,9,540,6,17,75,305,5748,,232,3683,546,154,2478,296,1528,422,10,,958,,,,2090,8482,1753,814,,,,6212,8779,4,,,,1137,,,,2391,,,,,5296,427,121,2,,,638,2908,2478,40036,3
2002,10,577,3,17,73,354,7387,,224,3936,540,140,2827,353,1754,507,5,,1060,,,,2486,9672,1733,933,,,,6731,9397,2,,,,1261,,,,2595,,,,,6525,444,110,8,,,670,3321,2827,45692,3
2002,11,545,4,22,105,356,6676,,184,3753,572,169,2953,366,1730,436,13,,953,,,,2486,9678,1875,857,,,,6708,9440,1,,,,1121,,,,2659,,,,,5984,438,129,5,,,676,3119,2953,43619,3
2002,12,632,8,12,66,387,7273,,222,4014,687,183,3098,482,1795,499,8,,883,,,,2605,10240,1769,1052,,,,7152,9973,2,,,,1044,,,,2649,,,,,5797,437,148,4,,,718,3177,3098,44760,3
2003,1,589,6,20,90,365,6896,245,163,3097,589,172,3236,357,1427,658,5,1,966,18,210,,2657,10296,1940,983,49,760,,6751,10483,2,23,0,885,1003,,,,2725,,,,,6127,409,144,3,3,2,705,3051,3236,44793,3
2003,2,583,4,12,111,361,7099,221,188,3207,720,170,3169,443,1532,691,12,0,963,20,234,,2680,10634,1732,858,53,648,,7044,10335,3,29,0,802,1159,,,,2678,,,,,6047,425,186,5,2,0,710,3186,3169,45403,3
2003,3,613,5,16,113,332,6968,236,188,2993,640,178,2923,310,1537,683,8,1,982,33,189,,2492,9976,1833,943,55,647,,7498,10976,0,30,0,821,1133,,,,2670,,,,,5793,462,156,7,7,1,747,3202,2923,45417,3
2003,4,585,11,14,125,297,6441,215,207,3083,702,169,2966,303,1529,624,10,0,1007,37,232,,2643,10222,1694,780,57,540,,7338,10409,3,41,0,819,1061,,,,2703,,,,,5626,346,120,4,4,1,735,3160,2966,44184,3
2003,5,599,6,20,96,381,5843,189,228,3282,712,188,3167,345,1558,663,3,1,1072,26,273,,2867,10875,1805,812,57,554,,7186,10414,2,57,0,874,1019,,,,2960,,,,,5436,417,147,4,4,1,721,3293,3167,45572,3
2003,6,546,2,14,86,316,6301,198,236,3239,643,140,2686,312,1426,540,4,0,963,31,246,,2487,9478,1535,786,36,484,,6362,9203,1,59,0,859,1124,,,,2467,,,,,5666,386,138,5,3,1,648,2929,2686,44092,3
2003,7,527,8,17,100,409,6100,188,196,3228,763,174,2541,324,1395,426,4,0,1018,22,278,,2511,9456,1669,729,36,573,,6595,9602,0,48,3,977,1207,,,,2384,,,,,5571,335,117,3,1,1,652,2839,2541,44673,3
2003,8,500,4,10,94,399,5834,205,187,3251,582,164,2520,306,1491,349,2,0,1040,18,226,,2592,9290,1590,726,41,534,,6344,9235,1,50,6,900,1165,,,,2378,,,,,5288,384,181,5,4,0,608,2880,2520,42511,3
2003,9,512,4,16,102,271,6057,217,182,3184,571,188,2524,271,1504,377,1,1,1202,26,239,,2790,9694,1543,696,34,656,,6738,9667,1,77,4,966,1135,,,,2381,,,,,5825,428,107,4,2,0,634,3083,2524,44508,3
2003,10,489,1,16,132,345,6184,210,187,3566,563,143,2701,363,1457,345,0,1,1277,26,242,,2789,9907,1553,689,31,645,,6772,9690,0,121,3,1014,1192,,,,2292,,,,,5704,384,96,6,4,0,638,3079,2701,45199,3
2003,11,528,3,12,75,323,6849,232,174,3392,523,154,2429,327,1443,366,2,0,1130,14,233,,2520,9141,1560,758,39,653,,6518,9528,1,88,5,954,1174,,,,2141,,,,,6042,435,104,5,4,0,618,2939,2429,44024,3
2003,12,553,2,12,71,325,7656,221,241,3825,544,183,2669,412,1585,303,5,2,1140,20,281,,2721,9865,1488,923,23,608,,6949,9991,1,88,5,844,978,,,,2168,,,,,6347,389,129,2,5,0,638,3028,2669,45787,3
2004,1,578,4,12,77,303,6553,246,187,3239,461,169,2673,292,1384,321,1,4,1304,26,229,,2873,9737,1746,808,34,793,,6927,10308,0,95,4,963,1079,,,,2301,,,,,6270,437,144,11,1,0,671,3009,2673,45289,3
2004,2,540,5,16,65,317,6459,199,178,3167,469,163,2292,279,1431,404,1,3,1076,17,253,,2678,9066,1581,813,51,719,,6855,10019,1,87,4,841,1041,,,,1984,,,,,5156,396,105,3,6,0,626,2911,2292,42331,3
2004,3,529,1,17,81,340,6458,258,185,3218,545,180,2777,388,1529,456,5,0,1392,20,283,,2947,10522,1697,744,47,804,,7365,10657,0,124,4,1047,997,,,,2245,,,,,5887,396,98,5,4,0,628,3377,2777,47564,3
2004,4,514,1,21,68,271,6197,239,219,3155,536,150,2894,422,1890,454,3,1,996,18,219,,2342,9925,1716,684,64,714,,6546,9724,1,78,3,998,959,,,,2370,,,,,5443,409,111,4,3,0,604,3340,2894,44907,3
2004,5,605,5,18,103,341,6057,195,202,3654,562,148,3059,480,1692,384,5,0,1396,11,226,,1917,9880,1775,673,60,729,,6706,9943,0,126,1,1031,1113,,,,2599,,,,,5443,382,110,6,6,0,731,3472,3059,46305,3
2004,6,502,1,13,75,243,5470,216,190,3128,528,152,2789,419,1594,439,1,2,1371,10,253,,1847,9405,1617,763,66,798,,6561,9805,2,110,6,1102,1089,,,,2292,,,,,5028,321,81,3,3,0,591,3404,2789,44850,3
2004,7,505,2,15,69,293,5351,195,231,3276,571,162,2851,367,1763,587,4,0,1069,19,242,,1830,9465,1618,775,177,781,,6089,9440,0,55,2,1097,982,,,,2299,,,,,4979,365,105,3,7,0,591,3419,2851,45077,3
2004,8,521,6,14,90,332,6196,276,239,3341,455,133,2494,305,1946,569,1,0,799,15,219,,1531,8467,1554,751,226,899,,6205,9635,0,77,1,1070,1090,,,,2136,,,,,5414,353,120,4,2,0,631,3314,2494,47004,3
2004,9,507,2,21,86,293,6612,282,238,3480,546,122,2610,352,2059,711,2,0,475,5,165,,1154,8201,1493,702,298,878,,5976,9347,1,68,1,980,944,,,,2069,,,,,5465,382,104,3,0,0,616,3245,2610,46447,3
2004,10,522,6,13,114,320,6477,272,209,3397,472,141,2745,408,2268,756,6,5,388,9,195,,1252,8645,1608,786,270,848,,6135,9647,1,86,5,1089,937,,,,2218,,,,,5307,375,86,3,10,0,655,3412,2745,46514,3
2004,11,570,4,18,90,285,6235,280,193,3343,518,177,2645,428,2281,716,3,2,437,14,227,,1297,8745,1527,761,318,773,,6531,9910,2,103,5,1141,914,,,,2073,,,,,5366,347,79,3,1,0,682,3434,2645,46496,3
2004,12,545,2,7,65,310,6943,259,259,3755,500,163,2579,574,2419,699,5,3,381,30,265,,1227,8845,1517,975,331,843,,6669,10335,2,149,1,1225,862,,,,1936,,,,,5585,396,87,0,7,0,619,3499,2579,47478,3
2005,1,607,6,19,72,385,7052,334,220,3342,428,155,2747,402,2424,650,1,4,441,25,166,,1304,8747,1749,991,282,1074,,6784,10880,2,173,5,1196,979,,,,2209,,,,,5920,413,87,2,1,0,704,3515,2747,47294,3
2005,2,619,4,12,59,306,5856,260,184,2643,434,147,2610,421,2537,614,6,4,410,19,156,,1345,8703,1521,1107,275,989,,6341,10233,1,191,9,1016,840,,,,2129,,,,,4768,317,84,3,3,1,694,3561,2610,44168,3
2005,3,682,2,26,94,345,6749,317,249,3034,464,167,3056,442,2876,811,1,11,553,19,174,,1621,10195,1811,943,340,1291,,6613,10998,0,235,5,1277,1011,,,,2459,,,,,5885,423,86,7,4,1,804,4240,3056,50182,3
2005,4,526,3,15,67,340,6751,289,238,3227,438,133,3051,357,2701,852,3,2,589,20,159,,1599,9904,1767,914,348,1188,,6183,10400,0,271,14,1182,967,,,,2566,,,,,5808,393,57,6,3,1,611,4142,3051,49051,3
2005,5,561,6,19,93,387,6408,305,273,3175,465,149,2999,359,3026,892,1,3,624,25,164,,1557,10264,1927,1026,386,1228,,6332,10899,1,251,6,1382,987,,,,2578,,,,,5404,384,51,3,1,2,679,4542,2999,49975,3
2005,6,488,5,17,116,305,6131,282,246,3061,422,144,2522,397,3018,826,2,11,624,15,149,,1367,9497,1797,1036,352,1197,,6326,10708,0,269,10,1375,973,,,,2172,,,,,5280,339,73,4,1,0,626,4468,2522,49133,3
2005,7,580,5,22,90,302,5884,246,271,2960,449,165,2442,351,3041,843,2,7,610,19,128,,1377,9434,1806,994,365,1216,,6111,10492,2,163,30,1413,981,,,,1872,,,,,4872,312,72,2,1,0,697,4494,2442,46539,3
2005,8,562,6,18,119,295,6701,296,198,2980,406,185,2457,400,3253,783,2,7,701,18,153,,1427,9792,1715,1087,435,1370,,6824,11431,0,142,4,1485,1073,,,,2025,,,,,5894,372,91,5,1,0,705,4737,2457,50486,3
2005,9,533,4,12,111,348,6067,356,225,2879,368,145,2636,341,3049,768,0,8,563,18,127,,812,8835,1723,1010,343,1250,,4962,9288,0,124,5,1365,984,,,,2108,,,,,5010,322,67,3,2,2,660,4380,2636,47128,3
2005,10,503,4,15,105,304,7335,331,237,3081,404,139,2777,312,3436,771,0,6,641,11,140,,820,9457,1781,1170,381,1459,,5230,10021,0,126,8,1240,1017,,,,2060,,,,,5713,415,85,4,1,0,627,4848,2777,50144,3
2005,11,495,9,16,95,315,6269,267,204,2731,353,150,2781,344,3362,779,2,3,592,13,137,,790,9306,1916,1263,404,1303,,5297,10183,4,124,5,1458,893,,,,2118,,,,,5157,334,76,1,3,0,615,4733,2781,47712,3
2005,12,464,5,19,77,274,6746,282,240,3295,391,164,2612,496,3357,756,0,6,565,17,135,,804,9303,1809,1487,428,1402,,5674,10800,0,151,9,1497,1056,,,,2036,,,,,5210,373,82,2,3,2,565,4678,2612,49604,3
2006,1,480,4,12,66,285,7247,311,212,3067,338,145,2660,345,3421,828,3,8,560,11,112,,853,9284,1834,1461,372,1640,,5942,11249,0,172,5,1480,1061,516,353,214,2034,1265,334,701,51,6001,436,75,6,1,0,562,4809,2660,51469,3
2006,2,521,4,20,70,346,7165,270,181,2486,436,154,2840,386,3347,728,5,5,530,10,102,,931,9474,1808,2059,361,1508,,5674,11410,0,172,2,1337,1009,459,374,193,2043,1382,360,634,41,5595,392,85,6,2,0,615,4605,2840,49979,3
2006,3,607,6,23,92,362,6962,281,239,2751,424,148,3087,369,3499,769,4,3,570,22,142,,828,9865,1837,1427,357,1420,,5912,10953,0,168,2,1463,879,350,355,196,2245,1367,395,754,46,5580,381,73,2,4,0,728,4838,3087,51043,3
2006,4,579,3,30,101,336,6185,222,213,2763,469,160,3098,371,4009,936,3,9,694,9,151,,986,10895,1892,1414,440,1540,,5809,11095,0,137,0,1276,921,392,337,211,2217,1378,319,638,24,5106,359,52,1,3,0,713,5639,3098,50239,3
2006,5,548,4,13,89,357,5527,254,230,2949,473,170,3223,393,4104,941,8,5,808,18,166,,829,11138,1975,1480,521,1827,,5800,11603,1,122,10,1540,994,415,378,225,2320,1320,293,815,110,4950,336,80,8,3,1,654,5853,3223,51647,3
2006,6,475,7,10,102,317,5954,278,189,2750,398,135,2740,339,3812,892,5,0,725,11,141,,857,10055,1924,1450,427,1641,,5494,10936,1,92,5,1443,924,389,325,229,2092,1212,299,704,37,5007,349,63,1,2,0,594,5429,2740,48803,3
2006,7,478,5,15,88,268,5705,272,232,3071,373,153,2627,341,3898,924,6,0,702,21,182,,797,10024,2041,1633,459,1739,,5918,11790,1,82,7,1586,1038,404,431,224,2198,1261,272,840,31,4850,356,69,4,3,1,586,5524,2627,50777,3
2006,8,471,6,14,124,324,6259,263,242,3042,380,161,2662,391,3959,884,3,6,754,21,180,,823,10224,1942,1627,501,1805,,6174,12049,0,107,12,1607,1005,444,386,201,2208,1308,289,899,43,5463,385,62,2,2,0,615,5597,2662,52511,3
2006,9,521,3,19,75,329,5890,251,221,3120,362,147,2877,371,3912,860,0,7,692,18,172,,799,10217,1815,1444,501,1631,,5473,10864,1,117,6,1553,939,425,342,189,2173,1331,273,745,34,5075,390,73,7,2,0,618,5464,2877,49377,3
2006,10,552,2,13,87,358,6250,277,196,3080,366,151,2939,395,4197,906,2,11,680,15,168,,1429,11259,2000,1503,487,1675,,7197,12862,0,219,4,1735,839,383,286,186,2383,1361,288,671,37,5122,413,69,6,0,0,654,5783,2939,51934,3
2006,11,527,7,16,88,307,5847,257,227,3005,412,137,2871,424,4150,865,5,7,642,15,183,,1360,11071,1833,1579,499,1644,,7315,12870,0,254,15,1690,786,310,314,179,2186,1240,296,807,29,4572,366,57,2,1,0,638,5657,2871,50619,3
2006,12,564,4,23,81,433,6559,264,247,3236,390,126,2700,441,4032,830,2,3,605,12,164,,1276,10581,1736,1867,534,1813,,7243,13193,2,219,5,1584,692,283,262,159,1974,1173,237,712,26,4479,399,68,4,4,0,672,5467,2700,50853,3
2007,1,526,7,7,117,307,6063,313,182,2854,329,131,2843,414,4270,839,2,4,607,17,158,,1344,10958,1964,1856,411,1842,,7398,13471,0,144,2,1860,805,351,310,163,2184,1315,291,770,44,5359,397,88,3,1,0,657,5716,2843,51514,3
2007,2,486,3,11,90,301,6345,228,185,2750,316,129,2578,309,4201,762,1,6,537,8,143,,1340,10330,1861,2374,428,1603,,7036,13302,1,81,1,1658,824,413,293,138,2039,1282,273,628,28,5048,375,73,1,2,0,590,5500,2578,49494,3
2007,3,640,8,22,111,408,7134,289,233,3235,392,159,3348,506,4861,996,5,3,690,11,172,,1546,12689,1909,1802,509,1550,,7603,13373,0,140,0,1932,886,387,338,179,2338,1333,331,985,38,5978,474,100,11,6,1,781,6547,3348,56991,3
2007,4,572,3,15,131,367,6480,249,250,3279,432,164,2785,374,4809,875,1,3,654,13,145,,1272,11527,1713,1757,505,1386,,6848,12209,2,114,4,1659,825,348,323,174,1964,1386,329,789,46,5385,390,73,2,1,0,721,6338,2785,51559,3
2007,5,466,3,17,137,365,5377,257,242,3315,432,140,2783,392,5232,960,3,2,686,13,214,,1298,12155,1821,1984,641,1647,,7294,13387,0,68,11,2036,899,333,375,216,2230,1598,344,925,34,4754,342,59,3,5,0,623,6878,2783,53550,3
2007,6,445,3,17,108,303,5463,255,242,3499,404,133,2547,376,5080,869,2,2,648,11,191,,1231,11494,1778,1892,608,1372,,6972,12622,0,50,3,1908,837,300,382,171,2022,1431,281,951,51,4788,415,57,3,0,0,573,6597,2547,51486,3
2007,7,457,3,10,81,315,5464,238,292,3191,404,131,2288,338,4534,784,1,3,564,11,214,,1167,10439,1689,1892,564,1354,,6856,12355,1,89,4,1943,846,315,402,148,1963,1574,244,949,51,4880,356,50,3,1,0,551,5882,2288,50595,3
2007,8,524,3,14,127,377,5614,260,266,3316,387,145,2470,342,5253,913,1,4,640,16,210,,1244,11625,1797,1967,613,1463,,7170,13010,1,92,6,2019,846,303,375,188,2122,1482,297,1071,64,5080,386,43,3,1,2,668,6806,2470,53477,3
2007,9,447,1,16,125,338,6336,292,299,3658,354,123,2375,327,5197,834,2,3,698,21,199,,1224,11357,1830,1871,554,1485,,7147,12887,0,93,2,1836,770,282,363,151,2100,1557,277,883,29,5349,397,47,8,0,2,589,6729,2375,52666,3
2007,10,486,1,23,113,309,6332,285,258,3480,396,151,2462,324,5476,846,3,7,674,9,214,,1256,11818,1817,2113,606,1566,,7609,13711,0,103,3,2024,862,319,377,192,1884,1499,333,1020,56,5567,395,50,3,1,2,623,6996,2462,55307,3
2007,11,528,3,17,110,324,6146,289,200,3230,371,130,2501,383,5229,763,2,6,581,8,190,,1154,11318,1806,1940,582,1402,,7371,13101,0,91,3,1857,847,307,373,191,1827,1523,302,759,56,5109,360,50,0,4,2,658,6573,2501,51733,3
2007,12,556,6,23,80,373,7154,267,273,3536,397,131,2510,387,5352,810,1,2,613,16,160,,1333,11712,1683,2379,638,1599,,7423,13722,0,77,3,1766,698,276,285,152,1779,1402,225,827,49,5309,346,76,0,1,0,665,6775,2510,53312,3
2008,1,538,5,11,109,308,6256,257,201,2974,376,122,2496,352,5651,828,4,7,684,17,165,,1358,12060,1815,2502,591,1827,,7795,14530,1,113,4,2115,727,271,332,141,2021,1363,265,867,60,5553,416,60,3,1,0,663,7163,2496,55329,3
2008,2,505,5,21,109,325,6012,257,183,2943,418,125,2400,238,5483,836,1,6,680,16,156,,1263,11622,1756,2854,605,1769,,7601,14585,0,173,1,1851,737,285,333,138,1732,1451,279,854,48,4901,361,68,1,1,0,640,6999,2400,52685,3
2008,3,527,2,21,140,340,6637,330,257,3653,421,129,2401,274,5377,919,3,5,699,19,184,,1156,11587,1844,1935,643,1591,,7505,13518,0,149,5,2180,882,361,381,160,1717,1490,260,990,47,5593,396,67,1,2,0,690,6995,2401,54890,3
2008,4,475,4,13,147,325,6017,292,220,3507,381,99,2179,269,5538,923,1,6,630,10,186,,1154,11376,1766,1871,604,1640,,7474,13355,0,132,6,2161,854,367,373,140,1693,1510,268,981,43,5220,392,52,2,2,0,639,7091,2179,53085,3
2008,5,412,2,22,147,334,5687,263,250,3609,412,114,2251,302,5703,856,5,2,649,16,197,,1127,11634,1781,2108,677,1807,,7708,14081,1,140,9,2081,848,322,394,149,1851,1532,294,862,32,5181,321,55,2,0,0,583,7208,2251,53450,3
2008,6,402,4,19,105,314,5493,309,220,3375,407,118,2100,225,5548,771,2,4,728,18,154,,1190,11265,1779,2026,674,1739,,7609,13827,1,122,2,2012,842,339,393,143,1653,1507,263,844,50,4858,415,49,4,3,1,530,7047,2100,52578,3
2008,7,413,4,21,62,286,5634,295,233,3273,400,100,2207,258,5918,735,6,2,696,10,165,,1271,11768,1714,2323,663,1750,,7716,14166,1,142,4,2056,717,292,290,154,1746,1559,276,1092,41,5160,436,45,1,3,0,500,7349,2207,54643,3
2008,8,430,10,18,30,333,6085,321,253,3339,379,129,2307,237,5602,785,9,5,717,17,249,,1313,11749,1894,2243,681,1729,,7476,14023,0,121,7,2012,703,279,298,142,1667,1428,263,1062,69,5412,465,43,8,2,0,488,7104,2307,54629,3
2008,9,435,4,25,62,332,5873,356,214,3484,394,134,2308,226,5625,796,8,3,798,10,213,,1221,11736,1772,2146,639,1868,,7484,13909,2,134,7,1858,776,328,324,137,1670,1384,294,943,56,5380,463,37,4,2,0,526,7219,2308,54732,3
2008,10,557,1,24,74,357,6598,438,233,3739,454,141,2630,278,6186,922,1,6,907,14,189,,1325,13053,1832,2367,676,1956,,7997,14828,0,150,6,1878,797,335,345,133,1885,1645,303,769,43,5893,488,35,2,4,1,656,8015,2630,59018,3
2008,11,516,2,24,81,403,6475,356,259,3406,415,135,2231,213,5551,781,3,1,719,11,194,,1152,11406,1893,2096,624,1700,,7458,13771,1,121,4,1750,866,357,361,173,1720,1547,298,766,40,6057,506,48,2,1,1,623,7051,2231,54772,3
2008,12,507,2,16,71,398,6707,372,230,3547,437,147,2337,300,5857,769,4,4,707,14,184,,1159,11919,1782,2338,713,1850,,7669,14352,1,206,8,1731,688,248,310,153,1705,1501,261,777,60,5645,436,52,2,1,1,596,7333,2337,54934,3
2009,1,551,2,13,94,378,6631,381,189,3167,392,125,2573,212,6145,829,5,6,718,12,159,,1156,12332,1789,2394,630,1990,,7882,14685,0,73,7,1752,830,313,373,162,1883,1683,307,803,34,6033,465,41,1,3,0,660,7692,2573,56360,3
2009,2,556,4,19,75,383,6595,322,204,3230,381,136,2367,188,6279,788,3,5,659,12,173,,1254,12245,1691,3241,637,1743,,7416,14728,0,123,6,1644,854,356,358,166,1742,1584,319,793,61,5889,414,50,0,3,2,654,7726,2367,55116,3
2009,3,588,5,30,103,444,7183,441,239,3493,465,156,2564,236,6686,926,3,3,782,18,182,,1442,13463,1830,2478,762,1892,,7967,14929,1,128,2,1975,980,352,476,187,1880,1923,323,1108,59,6719,553,50,0,2,1,726,8394,2564,61430,3
2009,4,542,3,27,102,423,6705,359,189,3073,450,134,2310,226,6369,769,5,6,711,10,191,,1150,12331,1759,2136,688,1673,,7314,13570,1,118,5,1609,856,308,404,163,1788,1851,357,1038,58,5922,429,39,2,1,2,674,7849,2310,55492,3
2009,5,522,0,14,80,386,6565,372,194,3571,418,135,2340,236,6506,780,0,12,799,17,191,,1139,12573,1679,2361,740,1761,,7892,14433,2,112,8,1956,878,293,411,201,1795,1821,326,942,46,5904,401,29,3,3,2,616,8085,2340,57585,3
2009,6,439,6,11,107,378,5640,337,206,3241,410,143,1968,221,6277,802,6,8,766,13,178,,1078,11870,1638,2072,691,1795,,7340,13536,0,120,4,1892,827,306,376,165,1737,1652,265,1101,44,5376,451,32,3,4,0,563,7845,1968,54415,3
2009,7,397,3,18,87,322,5669,334,165,3440,446,129,1982,206,6063,737,4,3,758,11,186,,1076,11601,1659,2176,757,1804,,7566,13962,2,95,12,2064,873,315,401,171,1613,1644,280,1177,48,5352,450,43,5,1,0,505,7558,1982,55197,3
2009,8,432,3,12,75,398,6132,322,203,3402,394,116,1928,228,5557,745,5,2,661,12,154,,1108,10910,1699,2273,695,1753,,7348,13768,0,96,9,1948,985,331,503,184,1533,1932,327,1238,56,5447,392,41,3,0,0,522,6963,1928,54526,3
2009,9,433,3,18,82,365,6678,330,203,3534,424,147,1728,217,5354,660,3,3,687,14,151,,903,10291,1619,2242,746,1914,,7506,14027,2,100,6,1918,1052,354,519,207,1515,1826,369,1120,48,5956,442,37,5,2,0,536,6701,1728,54919,3
2009,10,419,1,21,93,316,6452,363,175,3584,396,146,1758,187,5247,676,3,4,701,13,149,,923,10203,1680,2438,693,1762,,7155,13728,0,85,7,1812,1005,359,482,194,1466,1804,382,885,38,5947,427,40,4,3,0,534,6624,1758,53531,3
2009,11,438,4,13,76,346,7857,230,219,3720,383,145,1688,224,5336,625,3,2,636,8,184,,930,10164,1576,2431,738,1920,,7375,14040,1,95,6,1752,922,308,454,172,1423,1705,325,884,58,6688,455,44,4,0,0,531,6597,1688,56000,3
2009,12,476,10,25,74,333,7137,329,187,3772,385,150,1830,269,5247,593,2,1,621,10,152,,1037,10297,1723,2661,761,1796,,7898,14839,2,77,6,1697,928,308,485,156,1538,1724,316,795,29,6009,546,49,0,2,0,585,6461,1830,55145,3
2010,1,447,6,19,77,377,7716,345,161,3511,373,123,1945,234,5292,568,1,4,622,10,139,,1036,10347,1683,2618,704,1768,,8077,14850,2,89,5,1716,891,301,466,143,1497,1763,385,695,43,6868,481,69,2,3,3,549,6482,1945,56534,3
2010,2,473,3,6,62,329,7201,391,198,3267,348,116,1739,221,5361,582,2,1,546,6,123,,1003,10048,1669,4095,710,1985,,7897,16356,0,65,7,1628,865,286,463,135,1320,1664,326,753,21,6403,473,67,1,1,0,544,6489,1739,56299,3
2010,3,492,4,17,81,391,6767,341,186,3661,441,148,2041,229,6036,795,2,3,693,14,145,,1100,11647,1713,2744,871,1954,,8260,15542,2,169,12,2249,933,309,507,140,1584,1861,397,958,45,6618,447,57,3,0,0,594,7524,2041,59907,3
2010,4,432,2,11,102,347,6185,337,216,3209,420,113,1784,181,5581,716,2,1,574,6,129,,990,10497,1594,2263,789,1768,,7381,13795,0,140,6,1813,871,274,477,133,1378,1803,395,727,31,6051,437,45,1,0,0,547,6871,1784,53658,3
2010,5,361,7,11,109,345,6267,345,208,3674,441,132,1648,215,5749,691,2,3,650,8,147,,963,10649,1670,2639,868,1941,,8052,15170,0,122,5,2215,1038,351,557,151,1438,2031,409,1197,41,5892,403,44,2,1,0,488,7090,1648,58057,3
2010,6,347,7,12,74,278,6153,347,185,3462,363,121,1699,212,5083,669,1,2,613,12,124,,896,9795,1585,2510,815,1846,,7508,14264,0,107,11,2032,1006,355,518,154,1399,1675,347,1065,30,5707,402,46,2,0,0,440,6365,1699,53942,3
2010,7,324,3,12,58,288,6050,402,206,3636,372,103,1666,209,5143,784,1,4,589,9,141,,860,9881,1557,2416,715,1850,,7614,14152,0,99,7,2096,1044,397,537,123,1452,1718,363,1142,34,6146,439,29,1,3,0,397,6516,1666,55674,3
2010,8,344,8,12,30,333,6412,402,178,3889,362,120,1558,184,5166,695,1,2,543,10,161,,832,9634,1628,2384,873,1875,,7611,14371,1,119,14,2094,1071,462,514,126,1414,1916,376,1335,43,6458,436,33,2,0,1,394,6404,1558,56596,3
2010,9,360,1,21,34,310,6584,402,211,3673,411,135,1489,211,5200,671,5,5,590,4,150,,847,9718,1408,2451,854,1808,,7340,13861,1,113,5,2035,1080,447,550,114,1263,1733,399,1003,45,6372,472,36,3,2,1,416,6461,1489,54971,3
2010,10,406,7,16,71,408,7116,359,219,3832,427,123,1590,170,5266,765,1,3,607,3,153,,924,10032,1545,2381,860,1721,,7579,14086,0,122,5,1946,1220,504,606,135,1219,1924,425,1036,48,6524,494,34,3,0,0,500,6638,1590,56358,3
2010,11,364,1,7,102,368,6606,442,182,3291,338,107,1413,266,4925,646,1,3,518,6,138,,801,9162,1318,2333,869,1713,,7237,13470,1,135,7,2150,1391,509,721,187,1271,1993,451,1057,54,6449,462,40,4,2,0,474,6089,1413,54447,3
2010,12,417,1,12,55,372,8019,476,250,3740,371,124,1480,287,4544,620,3,2,443,11,171,,834,8890,1382,2991,912,1916,,7658,14859,0,129,4,2079,1135,465,546,147,1333,1905,341,1007,48,6873,527,45,4,3,0,485,5607,1480,57604,3
2011,1,425,5,9,61,413,8272,396,179,3923,409,92,1567,231,4771,616,4,1,505,4,138,,865,9203,1423,2822,763,2037,,7969,15014,2,143,14,2025,1068,428,527,136,1375,1858,409,867,42,7403,488,52,1,0,0,500,5892,1567,57852,3
2011,2,368,2,7,39,379,7844,416,187,3727,453,81,1490,234,4742,588,3,2,516,8,185,,835,9137,1227,3130,851,2022,,7951,15181,0,144,5,2121,1094,430,521,165,1288,1874,405,853,41,7172,451,47,2,0,0,416,5846,1490,57840,3
2011,3,381,6,9,68,395,7143,434,243,3716,401,129,1544,226,5215,621,5,0,515,6,162,,892,9716,1354,4622,860,2215,,8249,17300,0,148,7,2267,1283,519,644,153,1329,2434,501,1197,62,7072,521,37,3,1,2,464,6351,1544,62560,3
2011,4,403,7,6,68,387,7100,389,186,3735,414,105,1491,239,4687,598,1,2,495,13,178,,909,9132,1293,2579,852,1933,,8132,14789,1,144,20,2119,1370,561,692,157,1233,2432,552,1141,70,7313,469,60,1,0,0,484,5780,1491,58691,3
