,Created At,Text,Geo Coordinates.latitude,Geo Coordinates.longitude,User Location,Username,User Screen Name,Retweet Count,Classificacao,Observação,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
549,Wed Jan 04 20:19:34 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/Qf614UYcNC,,,Brasil,Reuters Brasil,ReutersBrazil,7,Negativo,,,,,,,,,,,,,,,,
550,Wed Jan 04 20:46:28 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/QFNadp1hho,,,Brasil,Inst.Ser Fundamentos,SerFundamentos,0,Negativo,,,,,,,,,,,,,,,,
551,Wed Jan 04 21:41:31 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/QPcbGAPG91,,,,Lex Luthor,lexluthor2015,2,Negativo,,,,,,,,,,,,,,,,
552,Thu Jan 05 00:20:35 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/Qur1Zp2m0C https://t.co/KOdr1NsEsw,,,"Rio de Janeiro, Brazil",Wiki Insider Brazil,W_I_brazil,0,Negativo,,,,,,,,,,,,,,,,
553,Thu Jan 05 12:31:52 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/R1R6o24p14 Pilantrel e Zé Afonso deveriam estar presos!,,,Belo Horizonte,Roney Maurício,roneymau,1,Negativo,,,,,,,,,,,,,,,,
554,Wed Jan 04 21:33:36 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/RIdC2X9t1R,,,,Jack Kirby,darkseid70,1,Negativo,,,,,,,,,,,,,,,,
555,Wed Jan 04 19:19:38 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/rl71azDkwJ,,,"São Paulo, Brasil",TRADERS CLUB,tradersclubbr,2,Negativo,,,,,,,,,,,,,,,,
556,Wed Jan 04 19:26:08 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/sdS68RiyuW,,,"Belo Horizonte, Brasil",Turismo em Vans MG,TurismoVansMG,0,Negativo,,,,,,,,,,,,,,,,
557,Wed Jan 04 19:08:20 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/uh5Es4zAtm,,,,Ponto  Notícia,ptpontonoticia,2,Negativo,,,,,,,,,,,,,,,,
558,Wed Jan 04 21:29:53 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/uvZgPT5DPq,,,,Oswald Cobblepot,pinguim41,0,Negativo,,,,,,,,,,,,,,,,
559,Wed Jan 04 19:10:26 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/uz5LmSohWP,,,"Porto Alegre, RS, Brasil",R Trader App,rtraderapp,0,Negativo,,,,,,,,,,,,,,,,
560,Wed Jan 04 20:06:22 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/wm6fR5U1t0 https://t.co/nAar7ZlbzY,,,,Thony Araujo,mr_thony,0,Negativo,,,,,,,,,,,,,,,,
561,Wed Jan 04 21:39:56 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/wrDOD5gCj1,,,,Chris Walker,kitwalkerbr,0,Negativo,,,,,,,,,,,,,,,,
562,Wed Jan 04 21:36:46 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/WVpJCiLwzI,,,,Robert Bernstein Jr,generalzod61,0,Negativo,,,,,,,,,,,,,,,,
563,Wed Jan 04 19:33:35 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/Xj1zjfTznd by #folha via @c0nvey,,,"Brasil,São Paulo,Mirassol",Hamilton Souza,Hamestre,0,Negativo,,,,,,,,,,,,,,,,
564,Wed Jan 04 19:11:02 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xZFKoIK1Ih,,,"São Paulo, Brazil",Folha de S.Paulo,folha,40,Negativo,,,,,,,,,,,,,,,,
565,Wed Jan 04 19:25:19 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/YatZe8xErV,,,Brasil,A Informação,AInformacao,0,Negativo,,,,,,,,,,,,,,,,
566,Wed Jan 04 22:09:31 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/yCcK1KThpn by #folha via @c0nvey,,,,jose carlos,carlos9976,0,Negativo,,,,,,,,,,,,,,,,
567,Wed Jan 04 19:26:24 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/YCObt3bsO1 #timbeta #sdv,,,Goiânia-Go Brazil,Snap: @marcelloboss,MarcelloBOSSHD,0,Negativo,,,,,,,,,,,,,,,,
568,Wed Jan 04 19:30:20 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/yHrTRdjYbf by #folha via @c0nvey,,,"Fortaleza, Ceará",João Jorge,jjorge_s,0,Negativo,,,,,,,,,,,,,,,,
569,Wed Jan 04 20:56:44 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/YjlWcBz0X2,,,"Belo Horizonte, MG - Brasil",Pedro Cassaro,pedrocassaro,0,Negativo,,,,,,,,,,,,,,,,
570,Wed Jan 04 19:06:30 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/yStdeZxuRb,,,"-16.683649,-49.268102",vonivar,vonivar,0,Negativo,,,,,,,,,,,,,,,,
571,Wed Jan 04 19:49:07 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/Z7DIppD0ha,,,Brasil (Rondonia),SOCIOPATA X9,OrganizadAntiPT,1,Negativo,,,,,,,,,,,,,,,,
572,Wed Jan 04 20:06:30 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/ZeIygyJ7QT https://t.co/MfExjY5eYX,,,,SIGO DEVOLTA#TIMBETA,OthelinoSilva,0,Negativo,,,,,,,,,,,,,,,,
573,Wed Jan 04 19:25:12 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/zxKQ7Uyaum,,,Brasil,Edilson Araújo Costa,EdilsonAraujo01,1,Negativo,,,,,,,,,,,,,,,,
574,Wed Jan 04 19:23:40 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial -ROUBARAM A PORRA TODA !!!!!!!!!!!!!!!!!!! VAI FALTAR CADEIAS,,,,CIDADÃO BRASILEIRO,reicamereicame,0,Negativo,,,,,,,,,,,,,,,,
575,Thu Jan 05 01:16:10 +0000 2017,"BB avisa Justiça que governo de MG não tem recursos em conta judicial

https://t.co/qSB7286GHl",,,"lages, sc",Rafa,OnRafaeli,0,Negativo,,,,,,,,,,,,,,,,
576,Thu Jan 05 08:46:08 +0000 2017,"BB avisa Justiça que governo de MG não tem recursos em conta judicial, zerou a conta do BB https://t.co/TF9cw8FVul",,,Brasil - MG - Divinópolis,Sistema MPA,sistemampa,0,Negativo,,,,,,,,,,,,,,,,
577,Wed Jan 04 19:25:15 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial. + Helicóptero o Gov de Minas o Pilantrel tem. https://t.co/0zD0t6pOMC,,,"São Paulo, Brasil",PixulecoNaCadeiaJa,adilsonjr11,13,Negativo,,,,,,,,,,,,,,,,
578,Wed Jan 04 21:18:53 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial. Veja mais no UOL. Acesse: https://t.co/fv12vRofyT,,,Lins-SP BRA,Hamilton Bezerra,h_bezerra,0,Negativo,,,,,,,,,,,,,,,,
579,Wed Jan 04 20:41:37 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial: Imagem: Elza Fiuza… https://t.co/TxD1osXJbC,,,,lizandro,foitestado,0,Negativo,,,,,,,,,,,,,,,,
580,Wed Jan 04 18:07:37 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial--documento https://t.co/2Jqob7kgIl #domesticNews,,,Brasil,Reuters Brasil,ReutersBrazil,4,Negativo,,,,,,,,,,,,,,,,
581,Wed Jan 04 18:42:23 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial--documento https://t.co/3PGoBGf2nE,,,"Belo Horizonte, Minas Gerais",Rocha Peritos,RochaPeritos,0,Negativo,,,,,,,,,,,,,,,,
582,Wed Jan 04 18:10:24 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial--documento https://t.co/einoORswqm #domesticNews,,,"Rio de Janeiro, Brazil",Wiki Insider Brazil,W_I_brazil,0,Negativo,,,,,,,,,,,,,,,,
583,Thu Jan 05 14:27:53 +0000 2017,"BB cobra restituição de recursos por parte do governo de MG; estado afirma que instituição criou 'artifício cont
https://t.co/yx5U7PRy60",,,Belo Horizonte,Amigos de Caserna,amigosdecaserna,0,Negativo,,,,,,,,,,,,,,,,
584,Wed Jan 04 23:17:10 +0000 2017,BB cobra restituição de recursos por parte do governo de MG; estado afirma que instituição criou 'artifício contábil' …,,,,Raynniere Makepeace,itsRaynniere,0,Negativo,,,,,,,,,,,,,,,,
585,Wed Jan 04 23:14:23 +0000 2017,BB cobra restituição de recursos por parte do governo de MG; estado afirma que instituição criou 'artifício…… https://t.co/654VVnOQnO,,,,SIlvio Taffner,silvinhotaffner,0,Negativo,,,,,,,,,,,,,,,,
586,Wed Jan 04 23:09:26 +0000 2017,BB cobra restituição de recursos por parte do governo de MG; estado afirma que instituição criou 'artifício…… https://t.co/6syz5T2H75,,,Belo Horizonte - Minas Gerais,Vans BH - Shows BH,3213_4360,0,Negativo,,,,,,,,,,,,,,,,
587,Wed Jan 04 23:15:43 +0000 2017,BB cobra restituição de recursos por parte do governo de MG; estado afirma que instituição criou 'artifício…… https://t.co/I8JiGr0fRB,,,,RADIO PONTO NET,radiopontonet,0,Negativo,,,,,,,,,,,,,,,,
588,Wed Jan 04 23:09:26 +0000 2017,BB cobra restituição de recursos por parte do governo de MG; estado afirma que instituição criou 'artifício…… https://t.co/PTr3EUqU0G,,,"Belo Horizonte, Brasil",Turismo em Vans MG,TurismoVansMG,0,Negativo,,,,,,,,,,,,,,,,
589,Thu Jan 05 15:21:35 +0000 2017,"BB e Estado de MG travam disputa jurídica envolvendo depósitos judiciais ,https://t.co/d6mvt1E9v3,",,,Porto Velho,painelpolitico,painelpolitico,0,Negativo,,,,,,,,,,,,,,,,
590,Thu Jan 05 14:10:08 +0000 2017,BB e Estado de MG travam disputa jurídica envolvendo depósitos judiciais https://t.co/bdWzrLtQMd via @PortalMigalhas,,,SINOP-MT,Jader Junior,juniorcalculo,0,Negativo,,,,,,,,,,,,,,,,
591,Thu Jan 05 13:21:15 +0000 2017,BB e Estado de MG travam disputa jurídica envolvendo depósitos judiciais https://t.co/KVmVF6UtP3 via @PortalMigalhas,,,,bfvna,bfvna,0,Negativo,,,,,,,,,,,,,,,,
592,Thu Jan 05 13:44:02 +0000 2017,BB e Estado de MG travam disputa jurídica envolvendo depósitos judiciais. https://t.co/SQfap6okaG,,,Brasil,Migalhas,PortalMigalhas,3,Negativo,,,,,,,,,,,,,,,,
593,Fri Jan 06 13:29:52 +0000 2017,BB e Estado de MG travam disputa jurídica envolvendo depósitos judiciais. https://t.co/TrJ3b1wzuy,,,Belo Horizonte - MG,AAA Advogados,aaadvogados,0,Negativo,,,,,,,,,,,,,,,,
594,Wed Jan 04 22:48:35 +0000 2017,BB e governo de Minas travam disputa sobre depósitos judiciais   https://t.co/DsQ0Ys2q6x,,,"Brasília, Brasil",Tuca Pinheiro,TucaPinheiroDF,0,Negativo,,,,,,,,,,,,,,,,
595,Thu Jan 05 00:08:46 +0000 2017,"BB e governo de Minas travam disputa sobre depósitos judiciais 

https://t.co/UZmWl3LKZz",,,"Rio de Janeiro, Brasil",Nelson Carvalheira,N_Carvalheira,2,Negativo,,,,,,,,,,,,,,,,
596,Wed Jan 04 23:12:31 +0000 2017,BB e governo de Minas travam disputa sobre depósitos judiciais #Finanças #Ações https://t.co/YWgrkWpZpo,,,"Geneva, Switzerland",Dukascopy Stocks PT,FXS_Stocks_PT,0,Negativo,,,,,,,,,,,,,,,,
597,Wed Jan 04 23:08:17 +0000 2017,BB e governo de Minas travam disputa sobre depósitos judiciais https://t.co/JPfmy0vFZS,,,"Porto Alegre, RS, Brasil",R Trader App,rtraderapp,0,Negativo,,,,,,,,,,,,,,,,
598,Wed Jan 04 23:00:08 +0000 2017,BB e governo de Minas travam disputa sobre depósitos judiciais https://t.co/M6Ls3bzeOo,,,Brasília-DF,Zap Lin Da Silva,ZapLinDaSilva,0,Negativo,,,,,,,,,,,,,,,,
599,Fri Jan 06 21:28:00 +0000 2017,"Bebamos! (@ Gauchão do Paulinho in Governador Valadares, Minas Gerais) https://t.co/5c3gLLisQq",,,Minas Gerais,Cínthya,Cinthyamkt,0,Neutro,,,,,,,,,,,,,,,,
600,Thu Jan 05 10:04:50 +0000 2017,Bebê é internado na Austrália após uso de protetor solar - Internacional - Estado de Minas https://t.co/X47Fo27pvx,,,Belo Horizonte MG Brasil,Ricardo Carlini,carlinibh,0,Neutro,,,,,,,,,,,,,,,,
601,Thu Jan 05 18:33:43 +0000 2017,Bem vindo ao maior clube do estado de Minas Gerais @thneves10,,,"Mineirão, Belo Horizonte",#NãoSouAnelka,Jeffersontadeeu,1,Neutro,,,,,,,,,,,,,,,,
602,Sun Jan 08 14:21:18 +0000 2017,Benjamin Netanyahu se diz inocente após acusações de corrupção - Estado de Minas https://t.co/kOW60hvr4N https://t.co/Z2GpxdsHp6,,,,Eu Cobro,EuCobro,0,Neutro,,,,,,,,,,,,,,,,
603,Thu Jan 05 12:51:19 +0000 2017,"Bitcoin supera 1.100 dólares, seu máximo em três anos - Estado de Minas https://t.co/BRsmYiSa2y https://t.co/cELU0cQKV2",,,Brasil,A Informação,AInformacao,0,Neutro,,,,,,,,,,,,,,,,
604,Thu Jan 05 12:34:07 +0000 2017,"Bitcoin supera 1.100 dólares, seu máximo em três anos - Estado de Minas https://t.co/fwg97zAEyB",,,,Lenilda Miranda,nilda_ap,0,Neutro,,,,,,,,,,,,,,,,
605,Wed Jan 04 18:49:14 +0000 2017,"Boa tarde,

Como que tira ferias e descansa com noticias assim ?
Tem que se desligar é tudo mesmo neste período.... https://t.co/xsKRgUBSkg",,,"Araxá, Minas Gerais",William Tardelli,WILLIAM_TARDELl,0,Neutro,,,,,,,,,,,,,,,,
606,Sun Jan 08 12:01:07 +0000 2017,"Bom dia galera tricolor! Olha a ibituruna em governador Valadares aí, lugar em minas gerais repleta de São Paulinos. https://t.co/z4OCfX6PJD",,,ipatinga mg,Budé são Paulino,Budetricolor,0,Neutro,,,,,,,,,,,,,,,,
607,Tue Jan 10 10:47:26 +0000 2017,"bom dia! (@ LFG in Governador Valadares, Minas Gerais) https://t.co/aavDJfJJND",-41.94079583,-18.86065497,"Minas, Brasil",snap: brunolasco ♎,brunolasco,0,Neutro,,,,,,,,,,,,,,,,
608,Tue Jan 10 10:12:24 +0000 2017,"Bom dia! Esta é a capa do Estado de Minas desta terça, 10 de janeiro de 2017. Leia mais em https://t.co/HOLeI79uo2 https://t.co/UCCuGxwq6D",,,Belo Horizonte,Portal UAI,portaluai,2,Neutro,,,,,,,,,,,,,,,,
609,Tue Jan 10 10:12:24 +0000 2017,"Bom dia! Esta é a capa do Estado de Minas desta terça, 10 de janeiro de 2017. Leia mais em https://t.co/rapYrfsnzQ https://t.co/rXvdSDc0ne",,,Belo Horizonte,Estado de Minas,em_com,1,Neutro,,,,,,,,,,,,,,,,
610,Tue Jan 10 10:14:33 +0000 2017,"Bom dia! Esta é a capa do Estado de Minas desta terça, 10 de janeiro de 2017. Leia mais em https://t.co/sHEfJgzWLp https://t.co/jngFoxU34P",,,"Belo Horizonte, Brasil",₵ⱠɆɄ฿ɆⱤ #BetaSDV,cleuberdacunha,2,Neutro,,,,,,,,,,,,,,,,
611,Sun Jan 08 10:34:18 +0000 2017,"Bom dia! Esta é a capa do Estado de Minas deste domingo, 8 de janeiro de 2017. Leia mais em … https://t.co/6UaWoxNO4r",,,"Belo Horizonte, Brasil",₵ⱠɆɄ฿ɆⱤ #BetaSDV,cleuberdacunha,0,Neutro,,,,,,,,,,,,,,,,
612,Sun Jan 08 10:30:01 +0000 2017,"Bom dia! Esta é a capa do Estado de Minas deste domingo, 8 de janeiro de 2017. Leia mais em https://t.co/HOLeI79uo2 https://t.co/v9n3MIQqpZ",,,Belo Horizonte,Portal UAI,portaluai,6,Neutro,,,,,,,,,,,,,,,,
613,Sun Jan 08 10:30:01 +0000 2017,"Bom dia! Esta é a capa do Estado de Minas deste domingo, 8 de janeiro de 2017. Leia mais em https://t.co/rapYrfsnzQ https://t.co/Tq7RbsqYE1",,,Belo Horizonte,Estado de Minas,em_com,6,Neutro,,,,,,,,,,,,,,,,
614,Mon Jan 09 06:21:02 +0000 2017,"Bom dia! Veja a capa da edição digital do Estado de Minas de hoje, 09 de janeiro. Leia mais no… https://t.co/8LVNmm6OqF",,,Belo Horizonte,Estado de Minas,em_com,7,Neutro,,,,,,,,,,,,,,,,
615,Mon Jan 09 06:21:02 +0000 2017,"Bom dia! Veja a capa da edição digital do Estado de Minas de hoje, 09 de janeiro. Leia mais no… https://t.co/sP0orgumB5",,,Belo Horizonte,Portal UAI,portaluai,0,Neutro,,,,,,,,,,,,,,,,
616,Thu Jan 05 19:00:33 +0000 2017,BRASIL - Governador de Minas compra dois helicópteros https://t.co/46GT8my4Ea,,,Alto do Rodrigues,AltoNoticias,altonoticias,0,Negativo,,,,,,,,,,,,,,,,
617,Wed Jan 04 22:09:16 +0000 2017,Brasil o país mais idiota do mundo Vereador preso recebe salário de R$ 9 mil em Caratinga  Politica  Estado de Minas https://t.co/Uq5Tlv21r8,,,"Suzano, Brasil",Cláudio bueno,claudiorbds,0,Neutro,,,,,,,,,,,,,,,,
618,Wed Jan 04 23:23:31 +0000 2017,BRASIL PROFUNDO https://t.co/U4ol0IsUGv Só FALTOU CHEGAR DE HELICÓPTERO DO GOVERNO DE #MG. Absurdo! #STF @informativosSTF #Manaus,,,Deus é Fiel ,SOU+ LAVAJATO,ForaPTJa,0,Negativo,,,,,,,,,,,,,,,,
619,Thu Jan 05 21:26:21 +0000 2017,"Brasília - O governo de Minas gastará ao menos R$ 50,8 milhões com a compra de helicópteros. As despesas estão... https://t.co/D2UE88LSw3",,,"Penedo, Alagoas",Site Boa Informação,sitedaboa,2,Negativo,,,,,,,,,,,,,,,,
620,Thu Jan 05 14:48:11 +0000 2017,Brazil: Índios pataxós se formam em medicina na UFMG - Gerais - Estado de Minas https://t.co/nhuoeRrwCO,,,Washington DC,Johnson Cerda,jcerdalimon,1,Neutro,,,,,,,,,,,,,,,,
621,Sun Jan 08 01:08:40 +0000 2017,Buena antes ponía un estado tenia como 200 mg y ahora pongo uno ni llega a los 7 mg jajaja ��,,,"La Capital, Argentina",aldo barloa,AldoBarloa,0,Neutro,,,,,,,,,,,,,,,,
622,Mon Jan 09 01:01:27 +0000 2017,"Buenas noches,recomiendo carretera Manizales/Medellín  por Fredonia,en buen estado,por la vía Pintada/Minas mucho trafico pesado.@numeral767",,,"Caldas, Colombia",Julián Gómez,Juliangogo,0,Neutro,,,,,,,,,,,,,,,,
623,Tue Jan 10 09:14:12 +0000 2017,Cabo da PM baleado na cabeça ao tentar impedir assalto morre depois de seis dias - Gerais - Estado de Minas https://t.co/BmZWHvwoEl,,,Belo Horizonte MG Brasil,Ricardo Carlini,carlinibh,0,Neutro,,,,,,,,,,,,,,,,
624,Sun Jan 08 19:14:53 +0000 2017,Cada vez que tiro un estado mg y te hablo el titi le pone me enoja jajajajaj,,,,Maai✌,maira_lambert,0,Neutro,,,,,,,,,,,,,,,,
625,Mon Jan 09 10:00:33 +0000 2017,Cadeia em Manaus tem 4 mortos; Estados pedem ajuda - Estado de Minas https://t.co/GfpzNhIsaZ,,,,Lenilda Miranda,nilda_ap,0,Neutro,,,,,,,,,,,,,,,,
626,Mon Jan 09 11:18:11 +0000 2017,Cadeia em Manaus tem 4 mortos; Estados pedem ajuda - Estado de Minas https://t.co/mpThmB5Ane,,,,Lenilda Miranda,nilda_ap,0,Neutro,,,,,,,,,,,,,,,,
627,Mon Jan 09 10:06:40 +0000 2017,Cadeia em Manaus tem 4 mortos; Estados pedem ajuda – Estado de Minas: UOL Cadeia em Manaus… https://t.co/sgo46ulaJU,,,"Rio de Janeiro, RJ",Renato Amorim,renato71amorim,0,Neutro,,,,,,,,,,,,,,,,
628,Thu Jan 05 18:59:57 +0000 2017,"Caiu no vestibular
Prova de Física da UEMG (Universidade do Estado de Minas Gerais)... https://t.co/DQetO7znnU",,,Brasil,fundamentos,OsFundamentos,0,Neutro,,,,,,,,,,,,,,,,
629,Sat Jan 07 10:31:11 +0000 2017,Calamidade em Minas https://t.co/149cvJpH7g,,,,Web Informado,webinformado,0,Negativo,,,,,,,,,,,,,,,,
630,Sat Jan 07 10:30:16 +0000 2017,Calamidade em Minas https://t.co/nFogadpmuu,,,,Uorrem Bife,uorrembife,0,Negativo,,,,,,,,,,,,,,,,
631,Wed Jan 04 23:00:07 +0000 2017,"calamidade financeira e compra helicopteros, e usa para resgatar o vagabundo do filho bebaço.. esses comunos... https://t.co/VKasKR1cb6",,,BRASIL,OCC ALERTA BRASIL,occ2013,4,Negativo,,,,,,,,,,,,,,,,
632,Mon Jan 09 01:06:06 +0000 2017,CAMBIO FENITOINA SÓDICA DE 100 MG.. POR TEGRETOL DE 200 O 400..O POR CARBAMZEPINA... CABIMAS ESTADO ZULIA..,,,,any luz,anyluz2,0,Neutro,,,,,,,,,,,,,,,,
633,Fri Jan 06 10:37:06 +0000 2017,Capa do Estado de Minas de Hoje. https://t.co/8vp9qTFsGm,,,Brasil,Portal Social Brasil,PortalSocialBra,0,Neutro,,,,,,,,,,,,,,,,
634,Sun Jan 08 11:01:07 +0000 2017,Capa do Estado de Minas de Hoje. https://t.co/BP2jfFxS4S,,,Brasil,Portal Social Brasil,PortalSocialBra,0,Neutro,,,,,,,,,,,,,,,,
635,Thu Jan 05 10:35:32 +0000 2017,Capa do Estado de Minas De Hoje. https://t.co/dOFvHd9tPj,,,Brasil,Portal Social Brasil,PortalSocialBra,0,Neutro,,,,,,,,,,,,,,,,
636,Mon Jan 09 10:07:05 +0000 2017,Capa do Estado de Minas de hoje. https://t.co/fpVZ61gXlo,,,Brasil,Portal Social Brasil,PortalSocialBra,0,Neutro,,,,,,,,,,,,,,,,
637,Sat Jan 07 12:06:26 +0000 2017,Capa do Estado de Minas de Hoje. https://t.co/UfIfNN99vX,,,Brasil,Portal Social Brasil,PortalSocialBra,0,Neutro,,,,,,,,,,,,,,,,
638,Tue Jan 10 10:22:54 +0000 2017,Capa do Estado de Minas de hoje. https://t.co/UWJORQDjHX,,,Brasil,Portal Social Brasil,PortalSocialBra,0,Neutro,,,,,,,,,,,,,,,,
639,Thu Jan 05 18:20:06 +0000 2017,"Capaz el otro pone de estado una carita  y mi vecina le va a dar MG, bueno la otra también, y esa tiene como acercarse más ��",,,,Araa,AraAyalaaa,0,Neutro,,,,,,,,,,,,,,,,
640,Mon Jan 09 16:29:16 +0000 2017,Capital Teresina Funed investiga cinco mortes por suspeita de febre amarela em Minas Estado de Minas A Fundação… https://t.co/HsgSxLsa82,,,Lisboa [Portugal],Ella,EllaIDK,0,Neutro,,,,,,,,,,,,,,,,
641,Wed Jan 04 20:56:30 +0000 2017,"Cara-de-pau é o governador de Minas, Fernando Pimentel, que depois de ser flagrado pegando o filhão na festa, comprou mais dois helicopteros",,,"Belém, PA",Ronaldo Brasiliense,rbrasiliense,12,Negativo,,,,,,,,,,,,,,,,
642,Wed Jan 04 18:18:24 +0000 2017,Carangola editada a partir da rede do COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO DO ESTADO DE MG - PRODEMGE https://t.co/jPlUYOdDed,,,Bitcoin: 1KNwU53kc1YQbPPrnRwKs,BRWikiEdits Espelho,brwikiedits2,0,Neutro,,,,,,,,,,,,,,,,
643,Mon Jan 09 19:54:07 +0000 2017,"Cármen deve julgar nos próximos dias reclamação do governo de MG sobre bloqueio de contas do Estado em ""momento de… https://t.co/Uq0a9tPb4Z",,,"Brasília, Brazil",Bruno Boghossian,brunoboghossian,11,Neutro,,,,,,,,,,,,,,,,
644,Wed Jan 04 19:14:45 +0000 2017,Cavalo emociona ao se despedir de dono em enterro – Estado de Minas: Estado de Minas Cavalo… https://t.co/8qTbaBD5s6,,,"Rio de Janeiro, RJ",Renato Amorim,renato71amorim,0,Neutro,,,,,,,,,,,,,,,,
645,Thu Jan 05 01:15:01 +0000 2017,Cavalo emociona ao se despedir de dono em enterro - Nacional - Estado de Minas https://t.co/2KUJmYCaYc,,,LDS - PR,Welington Ribeiro,W_Ribeiro22,0,Neutro,,,,,,,,,,,,,,,,
646,Wed Jan 04 19:25:08 +0000 2017,Cavalo emociona ao se despedir de dono em enterro - Nacional - Estado de Minas https://t.co/8IA3RQ8v99,,,Belo Horizonte MG Brasil,Ricardo Carlini,carlinibh,3,Neutro,,,,,,,,,,,,,,,,
647,Wed Jan 04 21:29:01 +0000 2017,Cavalo emociona ao se despedir de dono em enterro - Nacional - Estado de Minas https://t.co/HmNlkuBNI9,,,Condado City ,Tom,Tom_brz,6,Neutro,,,,,,,,,,,,,,,,
648,Thu Jan 05 12:43:55 +0000 2017,Cavalo emociona ao se despedir de dono em enterro - Nacional - Estado de Minas https://t.co/oAvFb7mRZa,,,Brasil,silva lemes,Lemejuridico,0,Neutro,,,,,,,,,,,,,,,,
649,Sun Jan 08 05:14:09 +0000 2017,"-che como conociste a tu novia?
+le puse mg a un estado que tiró en fb que decía ""mg y sale rela""",,,,EF5,estifernandez_,0,Neutro,,,,,,,,,,,,,,,,
650,Wed Jan 04 18:30:13 +0000 2017,"CHIQUINHO POLITIZADOR 
GASTANÇA CONTINUA EM MG
Isto, porque o governador decretou estado de calamidade... https://t.co/4mw6WevLsr",,,Sumaré/SP,chiquinhopolitizador,c_politizador,0,Neutro,,,,,,,,,,,,,,,,
651,Mon Jan 09 09:35:06 +0000 2017,Chuva ajuda e principal nascente do Rio São Francisco volta a jorrar água - Gerais - Estado de Minas https://t.co/yDmW0P3dY2,,,,Clenio Gurgel,ClenioGurgel,0,Neutro,,,,,,,,,,,,,,,,
652,Sat Jan 07 20:27:08 +0000 2017,"Chuva alaga e fecha estação Jardim São Paulo do Metrô, na zona ... - Estado de Minas https://t.co/GtwFhwsdSe",,,,Catarina Rosa,CatarinaRosa12,0,Neutro,,,,,,,,,,,,,,,,
653,Thu Jan 05 21:53:24 +0000 2017,Chuva com granizo atinge BH e provoca alagamento no Anel Rodoviário - Gerais - Estado de Minas https://t.co/te0JnL56Kw,,,,Aureo Ladeia,aureoladeia,0,Neutro,,,,,,,,,,,,,,,,
654,Fri Jan 06 19:11:06 +0000 2017,Chuva com granizo volta a atingir BH pelo segundo dia seguido - Gerais - Estado de Minas https://t.co/pTejociPyC,,,,vilmar TimBeta,vilmarbh,0,Neutro,,,,,,,,,,,,,,,,
655,Wed Jan 04 20:48:09 +0000 2017,Chuva pode refrescar o calor em BH nesta quarta-feira - Gerais - Estado de Minas https://t.co/Dc12vdSsde,,,Vespasiano - MG,Eder Rodrigo,EderRodrigo,1,Neutro,,,,,,,,,,,,,,,,
