year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2014,11,21,1012,-3,1402,-3,AS,N586AS,648,SEA,TUS,139,1216,10,12
2014,5,18,950,-5,1228,-5,AS,N627AS,131,PDX,ANC,203,1542,9,50
2014,11,22,527,-3,843,-20,UA,N39418,1167,SEA,DEN,115,1024,5,27
2014,12,5,1128,-7,1707,22,DL,N378NW,875,PDX,MSP,206,1426,11,28
2014,7,15,1610,15,2336,26,F9,N216FR,1124,SEA,CLE,244,2021,16,10
2014,4,21,2241,26,607,-3,US,N709UW,1930,PDX,CLT,250,2282,22,41
2014,1,26,1031,7,1312,-3,DL,N359NW,1857,SEA,SLC,85,689,10,31
2014,9,17,800,-10,1545,-18,UA,N535UA,511,SEA,IAD,262,2306,8,0
2014,8,16,1118,-2,1743,26,UA,N490UA,278,SEA,ORD,201,1721,11,18
2014,6,25,2219,-6,2302,-3,OO,N567SW,5353,PDX,EUG,27,106,22,19
2014,6,15,556,1,923,-2,WN,N616SW,4349,PDX,DEN,128,991,5,56
2014,5,24,1048,-2,1358,5,AS,N518AS,851,SEA,HNL,354,2677,10,48
2014,4,14,653,-7,1510,-1,DL,N702TW,2550,SEA,JFK,286,2422,6,53
2014,2,6,1053,8,1322,0,AS,N612AS,460,SEA,LAX,128,954,10,53
2014,2,4,555,-5,1151,-19,AA,N3KNAA,2240,SEA,ORD,203,1721,5,55
2014,9,1,633,-7,837,-16,OO,N215AG,3456,PDX,BUR,109,817,6,33
2014,6,11,617,-3,816,-24,WN,N8621A,4135,PDX,LAS,104,763,6,17
2014,6,23,1841,6,1927,-1,AS,N614AS,69,SEA,KTN,92,680,18,41
2014,1,2,1844,-1,2111,-6,AS,N614AS,510,SEA,SNA,133,978,18,44
2014,8,31,1923,-2,2118,-12,WN,N644SW,2403,SEA,OAK,93,671,19,23
2014,11,4,630,-10,835,-15,OO,N223AG,3456,PDX,BUR,101,817,6,30
2014,9,22,1827,-4,2008,-9,UA,N442UA,353,PDX,SFO,84,550,18,27
2014,8,6,1346,1,2045,-8,DL,N6706Q,2424,SEA,DTW,216,1927,13,46
2014,1,26,1314,-11,1450,-21,UA,N802UA,712,PDX,SFO,79,550,13,14
2014,2,3,1642,202,2359,191,DL,N389DA,970,PDX,ATL,241,2172,16,42
2014,12,31,806,-4,1352,-3,AA,N4XBAA,1608,PDX,DFW,202,1616,8,6
2014,10,12,555,-5,812,-23,DL,N3767,1889,SEA,LAX,112,954,5,55
2014,2,14,1427,-3,1647,-4,AS,N607AS,608,SEA,LAS,122,867,14,27
2014,2,19,1040,-5,1258,-25,AS,N307AS,460,SEA,LAX,115,954,10,40
2014,6,7,1659,24,1940,15,DL,N684DA,1457,SEA,SLC,86,689,16,59
2014,9,4,548,-17,749,-16,AS,N516AS,342,SEA,OAK,101,671,5,48
2014,12,29,804,14,1606,2,AS,N566AS,30,PDX,BOS,280,2537,8,4
2014,8,4,856,-9,1044,-3,AS,N537AS,360,SEA,SMF,86,605,8,56
2014,11,1,1803,-7,2351,-4,AS,N319AS,26,SEA,ORD,205,1721,18,3
2014,3,26,559,-6,818,-4,AS,N303AS,604,SEA,LAS,117,867,5,59
2014,11,4,1024,-4,1256,-13,DL,N823DN,622,PDX,SLC,75,630,10,24
2014,9,27,1452,127,2036,112,UA,N467UA,636,SEA,ORD,207,1721,14,52
2014,7,11,1918,68,2124,69,WN,N728SW,4756,SEA,OAK,104,671,19,18
2014,4,22,2158,-7,531,-35,US,N571UW,624,SEA,CLT,252,2279,21,58
2014,7,19,908,-2,1709,-16,AS,N597AS,8,SEA,EWR,280,2402,9,8
2014,1,24,1307,-8,1526,-8,OO,N218AG,3478,PDX,LGB,124,846,13,7
2014,9,7,1504,-6,1812,18,AS,N708AS,650,SEA,PHX,164,1107,15,4
2014,8,13,26,51,828,41,B6,N618JB,96,PDX,BOS,287,2537,0,26
2014,2,17,2015,0,2245,-20,AS,N307AS,111,SEA,ANC,193,1448,20,15
2014,6,13,609,-6,805,-15,VX,N527VA,751,SEA,SFO,98,679,6,9
2014,9,21,903,-2,1618,-2,AS,N315AS,792,SEA,DTW,229,1927,9,3
2014,6,6,NA,NA,NA,NA,WN,N645SW,956,PDX,OAK,NA,543,NA,NA
2014,7,20,1305,1,1624,-5,F9,N223FR,790,PDX,DEN,123,991,13,5
2014,3,4,1142,-4,1754,-4,UA,N410UA,235,SEA,IAH,220,1874,11,42
2014,12,18,1754,-1,2004,0,AS,N779AS,302,SEA,SFO,114,679,17,54
2014,1,5,2302,57,745,65,AA,N630AA,1070,SEA,MIA,299,2724,23,2
2014,4,16,752,-1,1528,-23,UA,N556UA,419,SEA,IAD,256,2306,7,52
2014,4,26,2042,-8,2253,-19,AS,N516AS,598,PDX,SAN,116,933,20,42
2014,4,25,2110,38,2302,40,OO,N652BR,5210,PDX,SFO,93,550,21,10
2014,5,30,927,-3,1159,-4,AS,N534AS,640,PDX,PHX,136,1009,9,27
2014,8,23,837,-3,1734,9,AS,N530AS,38,SEA,FLL,337,2717,8,37
2014,3,28,812,-3,1029,-7,AS,N586AS,600,SEA,LAS,117,867,8,12
2014,1,31,2212,7,605,-17,AS,N537AS,24,SEA,BOS,272,2496,22,12
2014,5,17,1634,4,1919,-4,DL,N6712B,817,SEA,SLC,87,689,16,34
2014,8,5,1617,-3,1833,-19,AS,N793AS,119,SEA,ANC,182,1448,16,17
2014,3,24,534,-6,923,17,UA,N39463,1636,PDX,DEN,150,991,5,34
2014,8,28,1032,-5,1404,-9,UA,N594UA,717,SEA,DEN,127,1024,10,32
2014,10,15,1507,-3,1741,-4,VX,N529VA,796,SEA,LAX,132,954,15,7
2014,2,1,1019,-1,1244,-11,OO,N825SK,4549,SEA,LAX,127,954,10,19
2014,9,6,2336,1,811,-5,AA,N3JHAA,1070,SEA,MIA,312,2724,23,36
2014,7,15,917,-3,1146,-10,AS,N756AS,462,SEA,LAX,131,954,9,17
2014,1,5,NA,NA,NA,NA,UA,NA,758,PDX,IAH,NA,1825,NA,NA
2014,4,9,1016,21,1224,24,AS,N779AS,318,SEA,SFO,102,679,10,16
2014,8,3,827,-3,1420,-5,AA,N3DFAA,42,SEA,ORD,209,1721,8,27
2014,4,26,755,0,1319,-1,WN,N628SW,2652,PDX,MCI,189,1482,7,55
2014,9,16,1756,-4,2022,-22,UA,N439UA,357,SEA,LAX,130,954,17,56
2014,5,4,2306,-9,146,-6,AS,N457AS,127,SEA,FAI,200,1533,23,6
2014,4,6,955,-4,1137,-15,UA,N87512,1159,PDX,SFO,80,550,9,55
2014,12,3,1438,8,2157,-12,DL,N827DN,2556,SEA,ATL,241,2182,14,38
2014,5,1,1529,-6,1804,13,AS,N594AS,596,SEA,LAS,130,867,15,29
2014,7,13,1646,-4,1820,5,WN,N208WN,1669,PDX,SMF,72,479,16,46
2014,4,28,949,-6,1154,-6,AS,N797AS,318,SEA,SFO,96,679,9,49
2014,1,18,1811,-9,2146,-9,OO,N217AG,3498,SEA,COS,133,1068,18,11
2014,9,12,535,0,908,-7,WN,N8327A,1632,SEA,DEN,133,1024,5,35
2014,8,16,1447,7,1626,6,WN,N710SW,2593,PDX,OAK,84,543,14,47
2014,8,6,1047,-5,1145,-6,OO,N586SW,5397,PDX,SEA,42,129,10,47
2014,9,19,2356,32,552,42,UA,N14237,1150,PDX,ORD,222,1739,23,56
2014,5,8,817,52,1030,40,AS,N788AS,530,SEA,ONT,115,956,8,17
2014,10,17,1025,0,1618,-4,AS,N464AS,686,PDX,ORD,207,1739,10,25
2014,9,6,1755,10,2038,-2,DL,N584NW,2237,SEA,HNL,319,2677,17,55
2014,8,5,1226,-4,1449,-21,AS,N512AS,137,PDX,ANC,191,1542,12,26
2014,3,31,659,-6,931,-11,OO,N217AG,3472,SEA,LGB,136,965,6,59
2014,10,8,1050,40,1304,54,AS,N508AS,382,PDX,SFO,109,550,10,50
2014,3,1,835,0,1618,-21,US,N664AW,669,SEA,PHL,258,2378,8,35
2014,5,28,754,-6,1026,8,AS,N754AS,568,PDX,LAX,132,834,7,54
2014,9,4,1444,-6,1714,-1,AS,N317AS,538,SEA,ONT,126,956,14,44
2014,9,25,925,15,1737,9,AS,N442AS,8,SEA,EWR,286,2402,9,25
2014,2,15,611,-4,852,0,AS,N713AS,524,SEA,SNA,143,978,6,11
2014,3,16,2346,-4,233,11,AS,N768AS,121,SEA,ANC,212,1448,23,46
2014,12,11,123,88,716,87,UA,N67812,1609,PDX,IAH,220,1825,1,23
2014,7,8,2012,7,2237,-6,DL,N610DL,1545,SEA,FAI,187,1533,20,12
2014,4,7,1415,-4,2025,10,UA,N556UA,464,PDX,ORD,203,1739,14,15
2014,6,10,1452,7,2016,-24,AA,N4YHAA,157,PDX,DFW,183,1616,14,52
2014,4,6,557,-7,1147,-11,UA,N846UA,732,SEA,ORD,199,1721,5,57
2014,12,4,1146,1,1715,-15,AS,N459AS,748,SEA,STL,195,1709,11,46
2014,12,31,1729,24,1928,23,WN,N602SW,894,SEA,OAK,97,671,17,29
2014,6,21,700,0,1517,-8,AA,N3JHAA,236,SEA,JFK,281,2422,7,0
2014,10,31,1227,-3,1455,23,AS,N796AS,324,SEA,SJC,127,697,12,27
2014,2,19,1928,-7,2104,-20,UA,N472UA,416,PDX,SFO,79,550,19,28
2014,3,9,1817,49,1904,48,OO,N579SW,5305,SEA,PDX,33,129,18,17
2014,7,11,1459,-1,1801,13,AS,N609AS,650,SEA,PHX,157,1107,14,59
2014,2,9,2324,19,154,-2,AS,N611AS,125,SEA,FAI,198,1533,23,24
2014,7,22,2015,40,2131,32,AS,N588AS,79,SEA,JNU,119,909,20,15
2014,5,13,1403,23,2207,9,DL,N695DL,182,SEA,JFK,283,2422,14,3
2014,8,29,642,-3,1457,0,DL,N381DN,400,PDX,JFK,297,2454,6,42
2014,6,10,1437,52,1617,47,WN,N739GB,2161,PDX,SJC,83,569,14,37
2014,7,26,826,-4,1409,-16,AA,N3HKAA,42,SEA,ORD,189,1721,8,26
2014,4,29,655,-5,939,-21,AS,N305AS,724,SEA,SLC,85,689,6,55
2014,3,20,712,-8,1025,-19,AS,N533AS,855,PDX,KOA,352,2607,7,12
2014,1,28,1256,-4,1806,-9,AS,N618AS,38,SEA,MSP,174,1399,12,56
2014,10,12,711,-9,927,-19,AS,N551AS,530,SEA,ONT,109,956,7,11
2014,4,11,558,-6,1349,-44,UA,N817UA,475,SEA,EWR,273,2402,5,58
2014,12,4,601,1,1206,2,UA,N66825,1173,PDX,IAH,220,1825,6,1
2014,6,6,855,-5,1618,-22,DL,N386DA,1510,PDX,ATL,248,2172,8,55
2014,7,17,1503,-3,1836,-5,UA,N577UA,457,SEA,DEN,126,1024,15,3
2014,3,23,749,-6,1010,-4,AS,N533AS,522,SEA,BUR,121,937,7,49
2014,8,3,2341,26,18,25,AS,N560AS,410,SEA,BLI,20,93,23,41
2014,5,21,555,-5,830,0,AS,N754AS,81,SEA,ANC,201,1448,5,55
2014,7,18,2245,4,631,-1,UA,N57439,1532,SEA,IAD,268,2306,22,45
2014,6,7,758,28,902,33,AS,N764AS,65,SEA,KTN,105,680,7,58
2014,8,30,1316,53,1456,39,UA,N37427,1215,PDX,SFO,80,550,13,16
2014,2,7,829,-1,1414,-11,AS,N419AS,28,SEA,ORD,196,1721,8,29
2014,8,9,802,2,1024,-9,AS,N779AS,83,SEA,ANC,185,1448,8,2
2014,2,4,658,-7,1229,5,DL,N954DN,2090,PDX,MSP,170,1426,6,58
2014,9,22,832,-3,1651,-19,AS,N469AS,12,SEA,BOS,293,2496,8,32
2014,7,3,1632,0,1829,-16,UA,N79402,1705,SEA,SFO,101,679,16,32
2014,5,28,657,-8,945,5,OO,N215AG,3472,SEA,LGB,141,965,6,57
2014,2,26,830,-5,1622,-17,US,N648AW,669,SEA,PHL,269,2378,8,30
2014,7,19,43,-2,845,-1,US,N112US,2051,SEA,PHL,281,2378,0,43
2014,1,19,1424,-1,1652,2,AS,N517AS,454,SEA,LAX,125,954,14,24
2014,8,30,654,-6,1356,-15,DL,N373DA,822,SEA,DTW,223,1927,6,54
2014,6,28,2209,-6,605,4,US,N117UW,1930,PDX,CLT,282,2282,22,9
2014,12,26,1410,0,1803,-9,DL,N711ZX,1397,SEA,OGG,334,2640,14,10
2014,2,16,702,-3,1202,-15,DL,N339NW,2090,PDX,MSP,164,1426,7,2
2014,9,28,1103,-2,1220,-10,WN,N452WN,210,PDX,SMF,64,479,11,3
2014,10,10,536,6,924,17,UA,N26215,1578,SEA,DEN,140,1024,5,36
2014,2,24,653,-7,1144,-30,DL,N389DA,2314,SEA,MSP,153,1399,6,53
2014,9,25,2107,-2,515,0,B6,N565JB,1206,PDX,JFK,293,2454,21,7
2014,10,9,1308,3,1454,1,AS,N619AS,400,PDX,SFO,84,550,13,8
2014,10,13,1623,-2,1826,1,AS,N756AS,424,SEA,SFO,108,679,16,23
2014,6,14,714,9,905,-20,WN,N8619F,2904,PDX,LAS,97,763,7,14
2014,12,28,2149,-6,12,-11,AS,N461AS,478,SEA,LAX,109,954,21,49
2014,5,2,2001,-4,2241,-4,WN,N604SW,380,PDX,PHX,139,1009,20,1
2014,9,12,723,-2,1005,0,AS,N309AS,240,SEA,SAN,137,1050,7,23
2014,12,7,1543,-2,2042,-15,DL,N331NW,1770,SEA,MSP,163,1399,15,43
2014,8,6,615,5,1224,-6,WN,N210WN,2010,SEA,HOU,229,1894,6,15
2014,1,6,NA,NA,NA,NA,UA,NA,1729,SEA,DEN,NA,1024,NA,NA
2014,12,17,725,5,1117,-16,AS,N516AS,855,PDX,KOA,336,2607,7,25
2014,2,1,804,4,1023,1,AS,N793AS,568,PDX,LAX,114,834,8,4
2014,7,7,2311,-4,604,-18,DL,N809DN,394,PDX,DTW,216,1953,23,11
2014,7,18,555,-5,1140,-15,AA,N3GMAA,2218,SEA,ORD,206,1721,5,55
2014,11,24,502,-8,647,-36,UA,N36472,1523,SEA,SFO,90,679,5,2
2014,4,6,1126,11,1720,20,AA,N3KDAA,1311,SEA,DFW,205,1660,11,26
2014,4,10,959,-1,1310,-20,WN,N7812G,761,PDX,DEN,118,991,9,59
2014,1,19,1255,-5,1803,-14,DL,N643DL,1950,SEA,MSP,154,1399,12,55
2014,8,6,1751,1,2028,-7,WN,N7701B,899,SEA,SAN,137,1050,17,51
2014,4,28,552,-8,831,-14,DL,N696DL,1831,PDX,SLC,76,630,5,52
2014,3,21,1638,-2,1953,-2,AS,N566AS,867,SEA,OGG,353,2640,16,38
2014,10,9,1231,31,1511,26,WN,N744SW,4395,SEA,PHX,140,1107,12,31
2014,11,5,1751,-9,2112,-18,US,N183UW,600,PDX,PHX,126,1009,17,51
2014,8,15,1122,-3,1310,2,AS,N461AS,364,SEA,SMF,80,605,11,22
2014,8,9,754,-1,1641,6,AS,N549AS,18,SEA,MCO,326,2554,7,54
2014,8,26,1941,-4,2111,-1,DL,N693DL,2579,SEA,JNU,127,909,19,41
2014,3,27,829,-1,1428,4,AS,N306AS,28,SEA,ORD,217,1721,8,29
2014,8,15,517,2,714,-16,UA,N69818,1278,SEA,SFO,99,679,5,17
2014,7,14,1012,-3,1245,-5,VX,N526VA,784,SEA,LAX,135,954,10,12
2014,12,9,633,-2,909,-9,AS,N524AS,240,SEA,SAN,141,1050,6,33
2014,8,31,906,-4,1108,-7,WN,N638SW,3010,SEA,OAK,95,671,9,6
2014,9,22,555,-5,838,-10,DL,N6715C,1831,PDX,SLC,83,630,5,55
2014,6,16,610,0,1220,-10,WN,N772SW,2010,SEA,HOU,227,1894,6,10
2014,10,9,1427,2,1602,-7,AS,N615AS,362,SEA,SMF,81,605,14,27
2014,3,21,1402,-3,1730,-10,AS,N613AS,674,SEA,DEN,124,1024,14,2
2014,2,15,2332,12,454,-6,AA,N3CEAA,1230,SEA,DFW,187,1660,23,32
2014,7,27,1333,18,1431,20,OO,N284YV,5317,SEA,PDX,32,129,13,33
2014,10,6,2124,-6,12,1,AS,N303AS,731,SEA,ANC,193,1448,21,24
2014,8,29,654,-1,1157,-10,DL,N590NW,2330,SEA,MSP,163,1399,6,54
2014,9,19,1355,40,1529,28,UA,N805UA,367,PDX,SFO,77,550,13,55
2014,12,27,1437,32,1635,25,AS,N799AS,316,SEA,SFO,97,679,14,37
2014,9,28,822,-3,918,3,OO,N822SK,4608,SEA,PDX,33,129,8,22
2014,2,22,558,-2,843,-16,DL,N6704Z,1634,SEA,SLC,79,689,5,58
2014,10,9,822,-3,1058,-12,US,N156UW,1821,SEA,PHX,137,1107,8,22
2014,10,17,1038,-7,1341,1,HA,N399HA,25,PDX,HNL,337,2603,10,38
2014,9,18,1225,9,1423,5,OO,N632SK,4846,SEA,SJC,100,697,12,25
2014,9,5,2112,2,3,4,AS,N442AS,145,PDX,FAI,207,1640,21,12
2014,11,7,1104,9,1325,-5,VX,N361VA,784,SEA,LAX,118,954,11,4
2014,1,27,1152,-4,1240,3,OO,N566SW,5325,PDX,RDM,33,116,11,52
2014,5,7,1257,-3,1512,-24,AS,N536AS,552,SEA,PSP,121,987,12,57
2014,3,9,1235,27,1321,35,OO,N563SW,5411,PDX,EUG,31,106,12,35
2014,5,8,2214,-1,616,6,US,N652AW,1930,PDX,CLT,273,2282,22,14
2014,2,7,1956,-4,2053,-9,AS,N708AS,694,SEA,GEG,35,224,19,56
2014,9,28,1642,-8,1837,-17,AS,N612AS,620,PDX,LAS,103,763,16,42
2014,3,30,NA,NA,NA,NA,US,NA,500,SEA,PHX,NA,1107,NA,NA
2014,10,5,1953,-6,2132,-13,UA,N845UA,416,PDX,SFO,81,550,19,53
2014,7,16,101,16,901,15,US,N110UW,1917,SEA,PHL,288,2378,1,1
2014,7,25,654,-11,951,4,OO,N225AG,3472,SEA,LGB,145,965,6,54
2014,9,9,2315,25,713,14,B6,N523JB,498,SEA,BOS,279,2496,23,15
2014,5,8,1947,37,2159,29,WN,N214WN,276,SEA,LAS,112,867,19,47
2014,2,6,1152,57,1511,42,UA,N37290,1170,SEA,DEN,119,1024,11,52
2014,11,4,1829,34,2048,13,DL,N3746H,2410,SEA,LAX,115,954,18,29
2014,9,7,829,-3,1417,-6,UA,N566UA,722,PDX,ORD,196,1739,8,29
2014,8,5,1847,-3,2100,-19,AS,N519AS,109,SEA,ANC,175,1448,18,47
2014,2,7,1040,-1,1138,9,OO,N566SW,5325,SEA,PDX,34,129,10,40
2014,11,23,127,97,645,75,AA,N3BBAA,1230,SEA,DFW,182,1660,1,27
2014,11,3,1751,-4,2130,-11,US,N550UW,689,SEA,PHX,129,1107,17,51
2014,1,30,1114,14,1312,2,WN,N903WN,891,PDX,LAS,103,763,11,14
2014,6,24,753,-7,1016,-4,AS,N706AS,568,PDX,LAX,120,834,7,53
2014,4,23,2034,-6,2301,-19,AS,N459AS,636,SEA,PHX,134,1107,20,34
2014,3,27,1524,-6,1603,-7,OO,N291SW,5331,PDX,RDM,28,116,15,24
2014,4,9,1831,-4,2058,-30,AS,N537AS,863,PDX,OGG,314,2562,18,31
2014,1,13,1028,-2,1527,-23,AS,N552AS,762,SEA,MCI,163,1489,10,28
2014,1,11,2115,0,2324,-12,AS,N440AS,618,SEA,LAS,110,867,21,15
2014,3,23,1337,7,1711,-9,WN,N488WN,557,SEA,ABQ,138,1180,13,37
2014,1,19,1822,2,2152,-3,OO,N217AG,3498,SEA,COS,130,1068,18,22
2014,9,11,700,0,1206,-13,DL,N582NW,2314,SEA,MSP,158,1399,7,0
2014,7,28,558,-2,1400,-22,UA,N427UA,369,PDX,EWR,281,2434,5,58
2014,9,26,1913,-2,2048,-12,WN,N449WN,479,SEA,SMF,81,605,19,13
2014,5,17,859,11,955,17,OO,N583SW,5411,SEA,PDX,36,129,8,59
2014,2,22,633,3,1346,-22,DL,N806DN,968,SEA,ATL,231,2182,6,33
2014,1,3,2029,149,2326,116,US,N625AW,577,PDX,PHX,101,1009,20,29
2014,9,7,745,-5,850,1,AS,N764AS,65,SEA,KTN,106,680,7,45
2014,1,23,846,16,1009,-1,WN,N921WN,153,PDX,OAK,70,543,8,46
2014,10,16,1937,-3,2200,3,AS,N549AS,524,SEA,BUR,123,937,19,37
2014,9,18,1443,-2,1712,-9,DL,N380DA,1349,SEA,ANC,194,1448,14,43
2014,10,18,958,-7,1209,7,AS,N556AS,346,SEA,OAK,101,671,9,58
2014,10,9,1150,30,1431,22,US,N672AW,614,SEA,PHX,139,1107,11,50
2014,2,16,1336,1,1604,-3,OO,N224AG,3474,SEA,LGB,131,965,13,36
2014,10,28,817,-8,1050,-20,US,N183UW,1821,SEA,PHX,135,1107,8,17
2014,8,28,1609,4,2206,16,AA,N3BBAA,1209,SEA,ORD,199,1721,16,9
2014,2,28,2012,12,2104,9,AS,N528AS,694,SEA,GEG,36,224,20,12
2014,12,20,1554,9,2127,-3,AA,N3EEAA,2311,SEA,DFW,191,1660,15,54
2014,7,7,1942,-3,2151,38,DL,N671DN,761,SEA,JNU,175,909,19,42
2014,10,24,1202,7,1728,-12,AA,N4YEAA,1505,PDX,DFW,182,1616,12,2
2014,6,19,2129,14,2343,-1,AS,N538AS,113,SEA,ANC,172,1448,21,29
2014,9,15,2039,-1,2321,-8,AS,N622AS,636,SEA,PHX,145,1107,20,39
2014,4,9,1549,-6,1743,-10,AS,N558AS,322,SEA,SJC,100,697,15,49
2014,7,2,807,-3,1609,-8,US,N555AY,669,PDX,PHL,288,2406,8,7
2014,5,16,947,-11,1200,-11,UA,N824UA,814,SEA,SFO,104,679,9,47
2014,12,23,2208,103,2349,104,WN,N940WN,4007,SEA,SMF,84,605,22,8
2014,11,30,811,11,1058,19,OO,N218AG,3472,SEA,LGB,138,965,8,11
2014,5,26,1659,4,1937,14,DL,N3769L,2410,SEA,LAX,130,954,16,59
2014,6,9,556,-9,1151,-14,AA,N3FVAA,2240,SEA,ORD,196,1721,5,56
2014,3,6,2017,-3,2350,-9,AS,N303AS,632,SEA,PHX,136,1107,20,17
2014,6,23,1222,22,1438,33,AS,N779AS,306,SEA,SFO,103,679,12,22
2014,11,10,1816,-4,1959,-6,WN,N969WN,4830,SEA,SMF,85,605,18,16
2014,3,10,1806,11,2001,1,WN,N417WN,1188,PDX,LAS,102,763,18,6
2014,7,21,550,0,801,-29,WN,N8620H,149,SEA,LAS,118,867,5,50
2014,3,4,1406,1,1605,-4,AS,N703AS,318,SEA,SFO,102,679,14,6
2014,8,12,1854,4,2133,-2,DL,N375NC,1576,SEA,LAX,134,954,18,54
2014,7,6,1320,-5,1828,-8,AS,N442AS,34,SEA,MSP,163,1399,13,20
2014,10,1,1756,-4,1956,-14,OO,N217AG,3462,PDX,ONT,104,838,17,56
2014,10,13,1628,123,2226,126,AA,N3KTAA,1054,SEA,ORD,204,1721,16,28
2014,9,22,1239,-2,1338,3,OO,N548CA,4623,PDX,SEA,33,129,12,39
2014,9,25,1337,32,1526,39,AS,N611AS,400,PDX,SFO,92,550,13,37
2014,3,29,1058,-2,1330,0,WN,N618WN,3134,PDX,PHX,135,1009,10,58
2014,3,16,1148,-2,1737,0,AS,N409AS,748,SEA,STL,203,1709,11,48
2014,5,24,555,-5,922,-5,F9,N214FR,796,PDX,DEN,133,991,5,55
2014,1,6,925,0,1743,8,AS,N533AS,30,PDX,BOS,301,2537,9,25
2014,11,29,830,0,1638,29,DL,N666DN,108,SEA,ATL,231,2182,8,30
2014,7,16,1416,-4,1513,-4,AS,N794AS,173,SEA,KTN,93,680,14,16
2014,8,5,1125,65,1328,63,VX,N840VA,753,SEA,SFO,100,679,11,25
2014,10,17,1751,-4,2105,-18,UA,N496UA,550,PDX,DEN,122,991,17,51
2014,5,26,1237,2,2053,-7,B6,N529JB,464,SEA,JFK,287,2422,12,37
2014,8,2,1021,-9,1531,-4,OO,N216AG,3468,SEA,OMA,162,1368,10,21
2014,12,25,1146,-1,1837,-18,DL,N6705Y,882,SEA,DTW,214,1927,11,46
2014,4,23,715,-10,938,-13,AS,N754AS,530,SEA,ONT,120,956,7,15
2014,10,30,815,-5,1035,-26,AS,N644AS,83,SEA,ANC,180,1448,8,15
2014,7,18,555,-5,1139,-11,AA,N3FWAA,1094,SEA,DFW,199,1660,5,55
2014,12,5,2134,-1,2352,2,AS,N435AS,608,SEA,LAS,120,867,21,34
2014,8,8,2139,109,2315,100,WN,N492WN,296,SEA,SMF,83,605,21,39
2014,7,5,1215,5,1958,-22,WN,N8323C,3879,SEA,BWI,268,2335,12,15
2014,5,13,550,-10,730,-15,AS,N769AS,406,PDX,SJC,86,569,5,50
2014,5,1,1700,19,1937,15,DL,N801DZ,1194,PDX,SLC,80,630,17,0
2014,11,30,1220,25,1751,16,AA,N4XPAA,1505,PDX,DFW,191,1616,12,20
2014,8,19,1759,-6,1930,-17,AS,N589AS,366,SEA,SMF,70,605,17,59
2014,8,26,839,-6,1721,-4,AS,N546AS,774,SEA,TPA,315,2520,8,39
2014,3,30,1955,-4,2236,11,OO,N593ML,6250,PDX,LAX,118,834,19,55
2014,3,3,657,-3,1158,-14,DL,N3757D,2314,SEA,MSP,164,1399,6,57
2014,11,20,1154,189,1429,176,AS,N586AS,496,SEA,SAN,137,1050,11,54
2014,8,31,1949,-6,2211,-18,AS,N559AS,484,SEA,SAN,130,1050,19,49
2014,10,28,2320,-2,647,-24,UA,N53442,1575,SEA,IAD,246,2306,23,20
2014,6,6,1121,-9,1349,0,AS,N513AS,572,PDX,SAN,126,933,11,21
2014,11,19,705,5,1213,-2,DL,N582NW,2314,SEA,MSP,170,1399,7,5
2014,12,2,1607,14,5,-5,UA,N47414,1710,SEA,EWR,279,2402,16,7
2014,8,15,1025,-5,1805,-13,DL,N671DN,2618,SEA,ATL,254,2182,10,25
2014,11,9,1850,-5,2040,-15,OO,N218AG,3490,SEA,FAT,92,748,18,50
2014,5,9,2349,39,532,27,UA,N31412,1617,SEA,ORD,205,1721,23,49
2014,3,22,1406,-4,1604,-6,WN,N8612K,3587,SEA,OAK,95,671,14,6
2014,5,16,1110,-5,1337,-12,AS,N548AS,488,SEA,SAN,131,1050,11,10
2014,1,10,1335,0,1606,-2,OO,N223AG,3474,SEA,LGB,127,965,13,35
2014,8,29,1136,-4,1334,-16,WN,N8314L,571,PDX,LAS,103,763,11,36
2014,9,17,1253,-9,1515,-14,DL,N3731T,716,SEA,LAS,122,867,12,53
2014,9,26,1125,0,1359,3,US,N668AW,562,PDX,PHX,139,1009,11,25
2014,6,16,1439,-1,1722,-11,US,N624AW,500,SEA,PHX,145,1107,14,39
2014,11,11,1551,-9,1749,-10,OO,N608SK,4568,SEA,SJC,99,697,15,51
2014,12,11,1517,12,1801,31,WN,N239WN,2963,SEA,LAS,147,867,15,17
2014,4,30,1147,-3,1242,-1,AS,N760AS,684,SEA,GEG,35,224,11,47
2014,9,28,1118,3,1501,11,WN,N210WN,153,PDX,DEN,143,991,11,18
2014,9,13,1015,7,1240,6,OO,N814SK,4784,SEA,LAS,121,867,10,15
2014,8,21,933,63,1550,85,AA,N3KJAA,42,SEA,ORD,215,1721,9,33
2014,8,18,1324,4,1526,1,WN,N738CB,2615,SEA,OAK,99,671,13,24
2014,11,4,1010,0,1436,-4,AS,N588AS,843,SEA,KOA,368,2688,10,10
2014,6,6,1018,-2,1639,6,AS,N407AS,730,SEA,IAH,233,1874,10,18
2014,10,28,1019,-1,1617,-10,AS,N309AS,730,SEA,IAH,209,1874,10,19
2014,9,23,1516,-4,1758,-10,AS,N546AS,714,PDX,SLC,83,630,15,16
2014,9,16,1301,-4,1451,4,AS,N625AS,400,PDX,SFO,91,550,13,1
2014,5,19,900,0,1151,-18,AS,N564AS,875,SEA,LIH,330,2701,9,0
2014,4,14,719,-6,947,-4,AS,N794AS,530,SEA,ONT,125,956,7,19
